Number,Year,Date,Source,Plant Height,Stem Diameter,Leaf Width,Leaf Length,NDVI,RVI,LNC,LNA,LAI,LDW,Photo Path,Sensor Path
325,2023,20230508,2023,22.3,nan,nan,nan,0.35,2.13,1.89,0.12,1.4,0.06,"images/314,711/5_11_2.jpg;images/314,711/5_11_3.jpg;images/314,711/5_11_4.jpg;images/314,711/5_12_1.jpg;images/314,711/5_12_2.jpg",
326,2023,20230508,2023,25.5,nan,nan,nan,0.43,2.46,2.31,0.17,1.58,0.07,"images/314,711/5_11_2.jpg;images/314,711/5_11_3.jpg;images/314,711/5_11_4.jpg;images/314,711/5_12_1.jpg;images/314,711/5_12_2.jpg",
711,2023,20230508,2023,17.2,nan,nan,nan,0.37,2.18,1.98,0.13,1.4,0.06,"images/314,711/5_11_2.jpg;images/314,711/5_11_3.jpg;images/314,711/5_11_4.jpg;images/314,711/5_12_1.jpg;images/314,711/5_12_2.jpg",
712,2023,20230508,2023,18.3,nan,nan,nan,0.39,2.26,2.07,0.14,1.47,0.06,"images/314,711/5_11_2.jpg;images/314,711/5_11_3.jpg;images/314,711/5_11_4.jpg;images/314,711/5_12_1.jpg;images/314,711/5_12_2.jpg",
713,2023,20230508,2023,16.9,nan,nan,nan,0.36,2.17,1.89,0.12,1.35,0.06,"images/314,711/5_11_2.jpg;images/314,711/5_11_3.jpg;images/314,711/5_11_4.jpg;images/314,711/5_12_1.jpg;images/314,711/5_12_2.jpg",
721,2023,20230508,2023,21.2,nan,nan,nan,0.41,2.46,2.15,0.13,1.4,0.06,"images/314,711/5_11_2.jpg;images/314,711/5_11_3.jpg;images/314,711/5_11_4.jpg;images/314,711/5_12_1.jpg;images/314,711/5_12_2.jpg",
722,2023,20230508,2023,25.8,nan,nan,nan,0.4,2.31,2.13,0.14,1.52,0.07,"images/314,711/5_11_2.jpg;images/314,711/5_11_3.jpg;images/314,711/5_11_4.jpg;images/314,711/5_12_1.jpg;images/314,711/5_12_2.jpg",
723,2023,20230508,2023,13.2,nan,nan,nan,0.43,2.4,2.25,0.16,1.54,0.07,"images/314,711/5_11_2.jpg;images/314,711/5_11_3.jpg;images/314,711/5_11_4.jpg;images/314,711/5_12_1.jpg;images/314,711/5_12_2.jpg",
714,2023,20230508,2023,19.7,nan,nan,nan,0.41,2.43,2.24,0.15,1.59,0.07,"images/714,999/5_11_2.jpg;images/714,999/5_11_3.jpg;images/714,999/5_11_4.jpg;images/714,999/5_12_1.jpg;images/714,999/5_12_2.jpg",
715,2023,20230508,2023,17.1,nan,nan,nan,0.45,2.75,2.52,0.19,1.7,0.07,"images/714,999/5_11_2.jpg;images/714,999/5_11_3.jpg;images/714,999/5_11_4.jpg;images/714,999/5_12_1.jpg;images/714,999/5_12_2.jpg",
716,2023,20230508,2023,17.9,nan,nan,nan,0.34,2.23,1.85,0.12,1.33,0.06,"images/714,999/5_11_2.jpg;images/714,999/5_11_3.jpg;images/714,999/5_11_4.jpg;images/714,999/5_12_1.jpg;images/714,999/5_12_2.jpg",
724,2023,20230508,2023,24.0,nan,nan,nan,0.44,2.36,2.2,0.16,1.61,0.07,"images/714,999/5_11_2.jpg;images/714,999/5_11_3.jpg;images/714,999/5_11_4.jpg;images/714,999/5_12_1.jpg;images/714,999/5_12_2.jpg",
725,2023,20230508,2023,13.6,nan,nan,nan,0.37,2.07,2.01,0.11,1.42,0.06,"images/714,999/5_11_2.jpg;images/714,999/5_11_3.jpg;images/714,999/5_11_4.jpg;images/714,999/5_12_1.jpg;images/714,999/5_12_2.jpg",
726,2023,20230508,2023,26.6,nan,nan,nan,0.43,2.55,2.4,0.17,1.68,0.07,"images/714,999/5_11_2.jpg;images/714,999/5_11_3.jpg;images/714,999/5_11_4.jpg;images/714,999/5_12_1.jpg;images/714,999/5_12_2.jpg",
411,2023,20230508,2023,19.4,nan,nan,nan,0.41,2.26,2.16,0.14,1.53,0.06,"images/511,411/5_11_2.jpg;images/511,411/5_11_3.jpg;images/511,411/5_11_4.jpg;images/511,411/5_12_1.jpg;images/511,411/5_12_2.jpg",
412,2023,20230508,2023,11.8,nan,nan,nan,0.37,2.32,2.09,0.13,1.51,0.07,"images/511,411/5_11_2.jpg;images/511,411/5_11_3.jpg;images/511,411/5_11_4.jpg;images/511,411/5_12_1.jpg;images/511,411/5_12_2.jpg",
413,2023,20230508,2023,18.7,nan,nan,nan,0.37,2.21,2.12,0.14,1.46,0.06,"images/511,411/5_11_2.jpg;images/511,411/5_11_3.jpg;images/511,411/5_11_4.jpg;images/511,411/5_12_1.jpg;images/511,411/5_12_2.jpg",
421,2023,20230508,2023,23.8,nan,nan,nan,0.42,2.24,2.25,0.14,1.53,0.06,"images/511,411/5_11_2.jpg;images/511,411/5_11_3.jpg;images/511,411/5_11_4.jpg;images/511,411/5_12_1.jpg;images/511,411/5_12_2.jpg",
422,2023,20230508,2023,26.5,nan,nan,nan,0.37,2.06,1.99,0.12,1.39,0.07,"images/511,411/5_11_2.jpg;images/511,411/5_11_3.jpg;images/511,411/5_11_4.jpg;images/511,411/5_12_1.jpg;images/511,411/5_12_2.jpg",
423,2023,20230508,2023,28.9,nan,nan,nan,0.41,2.49,2.35,0.14,1.51,0.06,"images/511,411/5_11_2.jpg;images/511,411/5_11_3.jpg;images/511,411/5_11_4.jpg;images/511,411/5_12_1.jpg;images/511,411/5_12_2.jpg",
511,2023,20230508,2023,14.7,nan,nan,nan,0.41,2.29,2.31,0.14,1.54,0.06,"images/511,411/5_11_2.jpg;images/511,411/5_11_3.jpg;images/511,411/5_11_4.jpg;images/511,411/5_12_1.jpg;images/511,411/5_12_2.jpg",
512,2023,20230508,2023,23.4,nan,nan,nan,0.42,2.45,2.13,0.15,1.48,0.06,"images/511,411/5_11_2.jpg;images/511,411/5_11_3.jpg;images/511,411/5_11_4.jpg;images/511,411/5_12_1.jpg;images/511,411/5_12_2.jpg",
513,2023,20230508,2023,24.0,nan,nan,nan,0.41,74.89,2.13,0.14,1.39,0.06,"images/511,411/5_11_2.jpg;images/511,411/5_11_3.jpg;images/511,411/5_11_4.jpg;images/511,411/5_12_1.jpg;images/511,411/5_12_2.jpg",
521,2023,20230508,2023,23.8,nan,nan,nan,0.39,2.37,2.2,0.13,1.47,0.8,"images/511,411/5_11_2.jpg;images/511,411/5_11_3.jpg;images/511,411/5_11_4.jpg;images/511,411/5_12_1.jpg;images/511,411/5_12_2.jpg",
522,2023,20230508,2023,19.9,nan,nan,nan,0.41,2.41,2.41,0.19,1.49,0.07,"images/511,411/5_11_2.jpg;images/511,411/5_11_3.jpg;images/511,411/5_11_4.jpg;images/511,411/5_12_1.jpg;images/511,411/5_12_2.jpg",
523,2023,20230508,2023,26.4,nan,nan,nan,0.36,2.37,2.15,0.15,1.45,0.07,"images/511,411/5_11_2.jpg;images/511,411/5_11_3.jpg;images/511,411/5_11_4.jpg;images/511,411/5_12_1.jpg;images/511,411/5_12_2.jpg",
517,2023,20230508,2023,18.8,nan,nan,nan,0.42,2.42,2.32,0.16,1.55,0.06,"images/517,614/5_11_2.jpg;images/517,614/5_11_3.jpg;images/517,614/5_11_4.jpg;images/517,614/5_12_1.jpg;images/517,614/5_12_2.jpg",
518,2023,20230508,2023,21.0,nan,nan,nan,0.42,2.29,2.13,0.14,1.47,0.06,"images/517,614/5_11_2.jpg;images/517,614/5_11_3.jpg;images/517,614/5_11_4.jpg;images/517,614/5_12_1.jpg;images/517,614/5_12_2.jpg",
519,2023,20230508,2023,17.3,nan,nan,nan,0.42,2.25,2.28,0.16,1.55,0.07,"images/517,614/5_11_2.jpg;images/517,614/5_11_3.jpg;images/517,614/5_11_4.jpg;images/517,614/5_12_1.jpg;images/517,614/5_12_2.jpg",
527,2023,20230508,2023,21.4,nan,nan,nan,0.42,2.44,2.22,0.16,1.57,0.06,"images/517,614/5_11_2.jpg;images/517,614/5_11_3.jpg;images/517,614/5_11_4.jpg;images/517,614/5_12_1.jpg;images/517,614/5_12_2.jpg",
528,2023,20230508,2023,22.5,nan,nan,nan,0.42,2.48,2.31,0.18,1.63,0.06,"images/517,614/5_11_2.jpg;images/517,614/5_11_3.jpg;images/517,614/5_11_4.jpg;images/517,614/5_12_1.jpg;images/517,614/5_12_2.jpg",
529,2023,20230508,2023,20.5,nan,nan,nan,0.42,2.52,2.21,0.17,1.57,0.06,"images/517,614/5_11_2.jpg;images/517,614/5_11_3.jpg;images/517,614/5_11_4.jpg;images/517,614/5_12_1.jpg;images/517,614/5_12_2.jpg",
614,2023,20230508,2023,23.7,nan,nan,nan,0.42,2.32,2.31,0.14,1.5,0.08,"images/517,614/5_11_2.jpg;images/517,614/5_11_3.jpg;images/517,614/5_11_4.jpg;images/517,614/5_12_1.jpg;images/517,614/5_12_2.jpg",
615,2023,20230508,2023,17.4,nan,nan,nan,0.42,2.4,2.3,0.16,1.52,0.06,"images/517,614/5_11_2.jpg;images/517,614/5_11_3.jpg;images/517,614/5_11_4.jpg;images/517,614/5_12_1.jpg;images/517,614/5_12_2.jpg",
616,2023,20230508,2023,17.7,nan,nan,nan,0.42,2.46,2.29,0.16,1.47,0.06,"images/517,614/5_11_2.jpg;images/517,614/5_11_3.jpg;images/517,614/5_11_4.jpg;images/517,614/5_12_1.jpg;images/517,614/5_12_2.jpg",
624,2023,20230508,2023,20.1,nan,nan,nan,0.41,2.39,2.32,0.17,1.57,0.07,"images/517,614/5_11_2.jpg;images/517,614/5_11_3.jpg;images/517,614/5_11_4.jpg;images/517,614/5_12_1.jpg;images/517,614/5_12_2.jpg",
625,2023,20230508,2023,26.8,nan,nan,nan,0.42,2.42,2.26,0.17,1.52,0.07,"images/517,614/5_11_2.jpg;images/517,614/5_11_3.jpg;images/517,614/5_11_4.jpg;images/517,614/5_12_1.jpg;images/517,614/5_12_2.jpg",
626,2023,20230508,2023,25.4,nan,nan,nan,0.43,2.48,2.35,0.14,1.57,0.07,"images/517,614/5_11_2.jpg;images/517,614/5_11_3.jpg;images/517,614/5_11_4.jpg;images/517,614/5_12_1.jpg;images/517,614/5_12_2.jpg",
514,2023,20230508,2023,20.7,nan,nan,nan,0.45,2.59,2.51,0.18,1.66,0.07,"images/514,611/5_11_2.jpg;images/514,611/5_11_3.jpg;images/514,611/5_11_4.jpg;images/514,611/5_12_1.jpg;images/514,611/5_12_2.jpg",
515,2023,20230508,2023,16.1,nan,nan,nan,0.41,2.27,2.24,0.16,1.54,0.07,"images/514,611/5_11_2.jpg;images/514,611/5_11_3.jpg;images/514,611/5_11_4.jpg;images/514,611/5_12_1.jpg;images/514,611/5_12_2.jpg",
516,2023,20230508,2023,18.2,nan,nan,nan,0.39,2.29,2.17,0.16,1.41,0.06,"images/514,611/5_11_2.jpg;images/514,611/5_11_3.jpg;images/514,611/5_11_4.jpg;images/514,611/5_12_1.jpg;images/514,611/5_12_2.jpg",
524,2023,20230508,2023,23.0,nan,nan,nan,0.31,0.88,1.72,-0.07,0.68,0.03,"images/514,611/5_11_2.jpg;images/514,611/5_11_3.jpg;images/514,611/5_11_4.jpg;images/514,611/5_12_1.jpg;images/514,611/5_12_2.jpg",
525,2023,20230508,2023,26.3,nan,nan,nan,0.41,2.45,2.38,0.17,1.44,0.06,"images/514,611/5_11_2.jpg;images/514,611/5_11_3.jpg;images/514,611/5_11_4.jpg;images/514,611/5_12_1.jpg;images/514,611/5_12_2.jpg",
526,2023,20230508,2023,27.4,nan,nan,nan,0.4,2.26,2.15,0.16,1.53,0.06,"images/514,611/5_11_2.jpg;images/514,611/5_11_3.jpg;images/514,611/5_11_4.jpg;images/514,611/5_12_1.jpg;images/514,611/5_12_2.jpg",
611,2023,20230508,2023,17.8,nan,nan,nan,0.42,2.48,2.34,0.16,1.57,0.06,"images/514,611/5_11_2.jpg;images/514,611/5_11_3.jpg;images/514,611/5_11_4.jpg;images/514,611/5_12_1.jpg;images/514,611/5_12_2.jpg",
612,2023,20230508,2023,18.8,nan,nan,nan,0.42,2.44,2.22,0.15,1.56,0.07,"images/514,611/5_11_2.jpg;images/514,611/5_11_3.jpg;images/514,611/5_11_4.jpg;images/514,611/5_12_1.jpg;images/514,611/5_12_2.jpg",
613,2023,20230508,2023,18.9,nan,nan,nan,0.42,2.47,2.43,0.18,1.6,0.07,"images/514,611/5_11_2.jpg;images/514,611/5_11_3.jpg;images/514,611/5_11_4.jpg;images/514,611/5_12_1.jpg;images/514,611/5_12_2.jpg",
621,2023,20230508,2023,24.3,nan,nan,nan,0.44,2.67,2.41,0.16,1.6,0.07,"images/514,611/5_11_2.jpg;images/514,611/5_11_3.jpg;images/514,611/5_11_4.jpg;images/514,611/5_12_1.jpg;images/514,611/5_12_2.jpg",
622,2023,20230508,2023,25.1,nan,nan,nan,0.4,2.36,2.37,0.15,1.56,0.07,"images/514,611/5_11_2.jpg;images/514,611/5_11_3.jpg;images/514,611/5_11_4.jpg;images/514,611/5_12_1.jpg;images/514,611/5_12_2.jpg",
623,2023,20230508,2023,23.2,nan,nan,nan,0.44,2.5,2.48,0.17,1.49,0.06,"images/514,611/5_11_2.jpg;images/514,611/5_11_3.jpg;images/514,611/5_11_4.jpg;images/514,611/5_12_1.jpg;images/514,611/5_12_2.jpg",
111,2023,20230509,2023,21.5,nan,nan,nan,0.38,2.19,1.98,0.11,1.45,0.06,"images/111,211/5_12_3.jpg;images/111,211/5_12_4.jpg;images/111,211/5_13_1.jpg;images/111,211/5_13_2.jpg;images/111,211/5_13_3.jpg",
112,2023,20230509,2023,19.1,nan,nan,nan,0.41,2.12,1.91,0.13,1.5,0.06,"images/111,211/5_12_3.jpg;images/111,211/5_12_4.jpg;images/111,211/5_13_1.jpg;images/111,211/5_13_2.jpg;images/111,211/5_13_3.jpg",
113,2023,20230509,2023,23.2,nan,nan,nan,0.36,2.06,1.77,0.11,1.39,0.06,"images/111,211/5_12_3.jpg;images/111,211/5_12_4.jpg;images/111,211/5_13_1.jpg;images/111,211/5_13_2.jpg;images/111,211/5_13_3.jpg",
121,2023,20230509,2023,28.3,nan,nan,nan,0.45,2.31,2.08,0.14,1.52,0.06,"images/111,211/5_12_3.jpg;images/111,211/5_12_4.jpg;images/111,211/5_13_1.jpg;images/111,211/5_13_2.jpg;images/111,211/5_13_3.jpg",
122,2023,20230509,2023,33.4,nan,nan,nan,0.44,2.38,2.14,0.14,1.56,0.07,"images/111,211/5_12_3.jpg;images/111,211/5_12_4.jpg;images/111,211/5_13_1.jpg;images/111,211/5_13_2.jpg;images/111,211/5_13_3.jpg",
123,2023,20230509,2023,26.5,nan,nan,nan,0.39,2.37,2.19,0.14,1.57,0.06,"images/111,211/5_12_3.jpg;images/111,211/5_12_4.jpg;images/111,211/5_13_1.jpg;images/111,211/5_13_2.jpg;images/111,211/5_13_3.jpg",
211,2023,20230509,2023,20.9,nan,nan,nan,0.38,2.16,2.13,0.14,1.47,0.07,"images/111,211/5_12_3.jpg;images/111,211/5_12_4.jpg;images/111,211/5_13_1.jpg;images/111,211/5_13_2.jpg;images/111,211/5_13_3.jpg",
212,2023,20230509,2023,24.3,nan,nan,nan,0.39,2.38,2.11,0.15,1.52,0.07,"images/111,211/5_12_3.jpg;images/111,211/5_12_4.jpg;images/111,211/5_13_1.jpg;images/111,211/5_13_2.jpg;images/111,211/5_13_3.jpg",
213,2023,20230509,2023,21.9,nan,nan,nan,0.37,2.2,1.97,0.13,1.41,0.06,"images/111,211/5_12_3.jpg;images/111,211/5_12_4.jpg;images/111,211/5_13_1.jpg;images/111,211/5_13_2.jpg;images/111,211/5_13_3.jpg",
221,2023,20230509,2023,21.9,nan,nan,nan,0.38,2.3,2.04,0.14,1.48,0.06,"images/111,211/5_12_3.jpg;images/111,211/5_12_4.jpg;images/111,211/5_13_1.jpg;images/111,211/5_13_2.jpg;images/111,211/5_13_3.jpg",
222,2023,20230509,2023,19.9,nan,nan,nan,0.42,2.52,2.3,0.15,1.61,0.07,"images/111,211/5_12_3.jpg;images/111,211/5_12_4.jpg;images/111,211/5_13_1.jpg;images/111,211/5_13_2.jpg;images/111,211/5_13_3.jpg",
223,2023,20230509,2023,23.1,nan,nan,nan,0.39,2.25,2.13,0.14,1.47,0.06,"images/111,211/5_12_3.jpg;images/111,211/5_12_4.jpg;images/111,211/5_13_1.jpg;images/111,211/5_13_2.jpg;images/111,211/5_13_3.jpg",
214,2023,20230509,2023,28.1,nan,nan,nan,0.39,2.25,2.27,0.14,1.55,0.07,"images/214,311/5_12_3.jpg;images/214,311/5_12_4.jpg;images/214,311/5_13_1.jpg;images/214,311/5_13_2.jpg;images/214,311/5_13_3.jpg",
215,2023,20230509,2023,22.5,nan,nan,nan,0.4,1.75,2.83,0.19,1.7,0.08,"images/214,311/5_12_3.jpg;images/214,311/5_12_4.jpg;images/214,311/5_13_1.jpg;images/214,311/5_13_2.jpg;images/214,311/5_13_3.jpg",
216,2023,20230509,2023,24.1,nan,nan,nan,0.4,2.32,2.11,0.14,1.5,0.06,"images/214,311/5_12_3.jpg;images/214,311/5_12_4.jpg;images/214,311/5_13_1.jpg;images/214,311/5_13_2.jpg;images/214,311/5_13_3.jpg",
224,2023,20230509,2023,27.7,nan,nan,nan,0.4,2.35,2.08,0.13,1.5,0.06,"images/214,311/5_12_3.jpg;images/214,311/5_12_4.jpg;images/214,311/5_13_1.jpg;images/214,311/5_13_2.jpg;images/214,311/5_13_3.jpg",
225,2023,20230509,2023,22.9,nan,nan,nan,0.42,2.38,2.03,0.13,1.53,0.07,"images/214,311/5_12_3.jpg;images/214,311/5_12_4.jpg;images/214,311/5_13_1.jpg;images/214,311/5_13_2.jpg;images/214,311/5_13_3.jpg",
226,2023,20230509,2023,30.2,nan,nan,nan,0.39,2.31,2.08,0.14,1.45,0.06,"images/214,311/5_12_3.jpg;images/214,311/5_12_4.jpg;images/214,311/5_13_1.jpg;images/214,311/5_13_2.jpg;images/214,311/5_13_3.jpg",
311,2023,20230509,2023,17.9,nan,nan,nan,0.38,2.32,2.12,0.14,1.44,0.06,"images/214,311/5_12_3.jpg;images/214,311/5_12_4.jpg;images/214,311/5_13_1.jpg;images/214,311/5_13_2.jpg;images/214,311/5_13_3.jpg",
312,2023,20230509,2023,22.5,nan,nan,nan,0.38,2.26,2.06,0.12,1.36,0.06,"images/214,311/5_12_3.jpg;images/214,311/5_12_4.jpg;images/214,311/5_13_1.jpg;images/214,311/5_13_2.jpg;images/214,311/5_13_3.jpg",
313,2023,20230509,2023,17.1,nan,nan,nan,0.35,2.16,1.96,0.13,1.42,0.06,"images/214,311/5_12_3.jpg;images/214,311/5_12_4.jpg;images/214,311/5_13_1.jpg;images/214,311/5_13_2.jpg;images/214,311/5_13_3.jpg",
321,2023,20230509,2023,23.4,nan,nan,nan,0.36,2.2,2.02,0.14,1.41,0.06,"images/214,311/5_12_3.jpg;images/214,311/5_12_4.jpg;images/214,311/5_13_1.jpg;images/214,311/5_13_2.jpg;images/214,311/5_13_3.jpg",
322,2023,20230509,2023,29.3,nan,nan,nan,0.42,2.37,2.19,0.14,1.45,0.07,"images/214,311/5_12_3.jpg;images/214,311/5_12_4.jpg;images/214,311/5_13_1.jpg;images/214,311/5_13_2.jpg;images/214,311/5_13_3.jpg",
323,2023,20230509,2023,30.4,nan,nan,nan,0.41,2.45,2.24,0.18,1.51,0.06,"images/214,311/5_12_3.jpg;images/214,311/5_12_4.jpg;images/214,311/5_13_1.jpg;images/214,311/5_13_2.jpg;images/214,311/5_13_3.jpg",
314,2023,20230509,2023,25.5,nan,nan,nan,0.35,2.13,1.99,0.12,1.39,0.06,"images/314,711/5_12_3.jpg;images/314,711/5_12_4.jpg;images/314,711/5_13_1.jpg;images/314,711/5_13_2.jpg;images/314,711/5_13_3.jpg",
315,2023,20230509,2023,17.4,nan,nan,nan,0.38,2.35,2.13,0.14,1.46,0.06,"images/314,711/5_12_3.jpg;images/314,711/5_12_4.jpg;images/314,711/5_13_1.jpg;images/314,711/5_13_2.jpg;images/314,711/5_13_3.jpg",
316,2023,20230509,2023,25.9,nan,nan,nan,0.36,2.15,1.97,0.13,1.4,0.06,"images/314,711/5_12_3.jpg;images/314,711/5_12_4.jpg;images/314,711/5_13_1.jpg;images/314,711/5_13_2.jpg;images/314,711/5_13_3.jpg",
324,2023,20230509,2023,25.2,nan,nan,nan,0.39,2.2,2.05,0.13,1.49,0.06,"images/314,711/5_12_3.jpg;images/314,711/5_12_4.jpg;images/314,711/5_13_1.jpg;images/314,711/5_13_2.jpg;images/314,711/5_13_3.jpg",
325,2023,20230509,2023,25.6,nan,nan,nan,0.36,2.18,1.94,0.13,1.43,0.06,"images/314,711/5_12_3.jpg;images/314,711/5_12_4.jpg;images/314,711/5_13_1.jpg;images/314,711/5_13_2.jpg;images/314,711/5_13_3.jpg",
326,2023,20230509,2023,30.3,nan,nan,nan,0.44,2.51,2.37,0.17,1.62,0.07,"images/314,711/5_12_3.jpg;images/314,711/5_12_4.jpg;images/314,711/5_13_1.jpg;images/314,711/5_13_2.jpg;images/314,711/5_13_3.jpg",
711,2023,20230509,2023,18.5,nan,nan,nan,0.37,2.21,2.01,0.13,1.42,0.06,"images/314,711/5_12_3.jpg;images/314,711/5_12_4.jpg;images/314,711/5_13_1.jpg;images/314,711/5_13_2.jpg;images/314,711/5_13_3.jpg",
712,2023,20230509,2023,21.6,nan,nan,nan,0.4,2.3,2.1,0.14,1.49,0.06,"images/314,711/5_12_3.jpg;images/314,711/5_12_4.jpg;images/314,711/5_13_1.jpg;images/314,711/5_13_2.jpg;images/314,711/5_13_3.jpg",
713,2023,20230509,2023,18.8,nan,nan,nan,0.37,2.22,1.94,0.13,1.38,0.06,"images/314,711/5_12_3.jpg;images/314,711/5_12_4.jpg;images/314,711/5_13_1.jpg;images/314,711/5_13_2.jpg;images/314,711/5_13_3.jpg",
721,2023,20230509,2023,24.7,nan,nan,nan,0.42,2.52,2.19,0.13,1.41,0.06,"images/314,711/5_12_3.jpg;images/314,711/5_12_4.jpg;images/314,711/5_13_1.jpg;images/314,711/5_13_2.jpg;images/314,711/5_13_3.jpg",
722,2023,20230509,2023,29.0,nan,nan,nan,0.4,2.34,2.15,0.15,1.53,0.07,"images/314,711/5_12_3.jpg;images/314,711/5_12_4.jpg;images/314,711/5_13_1.jpg;images/314,711/5_13_2.jpg;images/314,711/5_13_3.jpg",
723,2023,20230509,2023,13.0,nan,nan,nan,0.44,2.43,2.28,0.16,1.56,0.07,"images/314,711/5_12_3.jpg;images/314,711/5_12_4.jpg;images/314,711/5_13_1.jpg;images/314,711/5_13_2.jpg;images/314,711/5_13_3.jpg",
714,2023,20230509,2023,22.1,nan,nan,nan,0.43,2.49,2.31,0.15,1.63,0.08,"images/714,999/5_12_3.jpg;images/714,999/5_12_4.jpg;images/714,999/5_13_1.jpg;images/714,999/5_13_2.jpg;images/714,999/5_13_3.jpg",
715,2023,20230509,2023,18.8,nan,nan,nan,0.46,2.8,2.57,0.19,1.73,0.07,"images/714,999/5_12_3.jpg;images/714,999/5_12_4.jpg;images/714,999/5_13_1.jpg;images/714,999/5_13_2.jpg;images/714,999/5_13_3.jpg",
716,2023,20230509,2023,19.5,nan,nan,nan,0.35,2.29,1.91,0.13,1.36,0.06,"images/714,999/5_12_3.jpg;images/714,999/5_12_4.jpg;images/714,999/5_13_1.jpg;images/714,999/5_13_2.jpg;images/714,999/5_13_3.jpg",
724,2023,20230509,2023,26.6,nan,nan,nan,0.45,2.4,2.23,0.17,1.63,0.07,"images/714,999/5_12_3.jpg;images/714,999/5_12_4.jpg;images/714,999/5_13_1.jpg;images/714,999/5_13_2.jpg;images/714,999/5_13_3.jpg",
725,2023,20230509,2023,12.4,nan,nan,nan,0.37,2.1,2.05,0.11,1.44,0.06,"images/714,999/5_12_3.jpg;images/714,999/5_12_4.jpg;images/714,999/5_13_1.jpg;images/714,999/5_13_2.jpg;images/714,999/5_13_3.jpg",
726,2023,20230509,2023,31.7,nan,nan,nan,0.44,2.59,2.42,0.17,1.69,0.07,"images/714,999/5_12_3.jpg;images/714,999/5_12_4.jpg;images/714,999/5_13_1.jpg;images/714,999/5_13_2.jpg;images/714,999/5_13_3.jpg",
411,2023,20230509,2023,21.2,nan,nan,nan,0.41,2.31,2.2,0.15,1.54,0.06,"images/511,411/5_12_3.jpg;images/511,411/5_12_4.jpg;images/511,411/5_13_1.jpg;images/511,411/5_13_2.jpg;images/511,411/5_13_3.jpg",
412,2023,20230509,2023,13.1,nan,nan,nan,0.37,2.37,2.11,0.13,1.54,0.07,"images/511,411/5_12_3.jpg;images/511,411/5_12_4.jpg;images/511,411/5_13_1.jpg;images/511,411/5_13_2.jpg;images/511,411/5_13_3.jpg",
413,2023,20230509,2023,22.4,nan,nan,nan,0.38,2.25,2.14,0.15,1.48,0.06,"images/511,411/5_12_3.jpg;images/511,411/5_12_4.jpg;images/511,411/5_13_1.jpg;images/511,411/5_13_2.jpg;images/511,411/5_13_3.jpg",
421,2023,20230509,2023,25.7,nan,nan,nan,0.43,2.27,2.28,0.15,1.55,0.06,"images/511,411/5_12_3.jpg;images/511,411/5_12_4.jpg;images/511,411/5_13_1.jpg;images/511,411/5_13_2.jpg;images/511,411/5_13_3.jpg",
422,2023,20230509,2023,29.0,nan,nan,nan,0.37,2.08,2.02,0.13,1.39,0.08,"images/511,411/5_12_3.jpg;images/511,411/5_12_4.jpg;images/511,411/5_13_1.jpg;images/511,411/5_13_2.jpg;images/511,411/5_13_3.jpg",
423,2023,20230509,2023,32.3,nan,nan,nan,0.42,2.5,2.37,0.14,1.53,0.06,"images/511,411/5_12_3.jpg;images/511,411/5_12_4.jpg;images/511,411/5_13_1.jpg;images/511,411/5_13_2.jpg;images/511,411/5_13_3.jpg",
511,2023,20230509,2023,16.2,nan,nan,nan,0.42,2.34,2.31,0.15,1.56,0.06,"images/511,411/5_12_3.jpg;images/511,411/5_12_4.jpg;images/511,411/5_13_1.jpg;images/511,411/5_13_2.jpg;images/511,411/5_13_3.jpg",
512,2023,20230509,2023,28.3,nan,nan,nan,0.43,2.47,2.16,0.15,1.49,0.06,"images/511,411/5_12_3.jpg;images/511,411/5_12_4.jpg;images/511,411/5_13_1.jpg;images/511,411/5_13_2.jpg;images/511,411/5_13_3.jpg",
513,2023,20230509,2023,27.8,nan,nan,nan,0.42,76.26,2.18,0.14,1.41,0.06,"images/511,411/5_12_3.jpg;images/511,411/5_12_4.jpg;images/511,411/5_13_1.jpg;images/511,411/5_13_2.jpg;images/511,411/5_13_3.jpg",
521,2023,20230509,2023,27.0,nan,nan,nan,0.4,2.39,2.22,0.13,1.48,0.89,"images/511,411/5_12_3.jpg;images/511,411/5_12_4.jpg;images/511,411/5_13_1.jpg;images/511,411/5_13_2.jpg;images/511,411/5_13_3.jpg",
522,2023,20230509,2023,23.0,nan,nan,nan,0.41,2.41,2.44,0.19,1.49,0.07,"images/511,411/5_12_3.jpg;images/511,411/5_12_4.jpg;images/511,411/5_13_1.jpg;images/511,411/5_13_2.jpg;images/511,411/5_13_3.jpg",
523,2023,20230509,2023,31.3,nan,nan,nan,0.35,2.37,2.16,0.15,1.43,0.07,"images/511,411/5_12_3.jpg;images/511,411/5_12_4.jpg;images/511,411/5_13_1.jpg;images/511,411/5_13_2.jpg;images/511,411/5_13_3.jpg",
517,2023,20230509,2023,21.4,nan,nan,nan,0.43,2.44,2.35,0.16,1.57,0.06,"images/517,614/5_12_3.jpg;images/517,614/5_12_4.jpg;images/517,614/5_13_1.jpg;images/517,614/5_13_2.jpg;images/517,614/5_13_3.jpg",
518,2023,20230509,2023,23.9,nan,nan,nan,0.43,2.31,2.16,0.15,1.48,0.06,"images/517,614/5_12_3.jpg;images/517,614/5_12_4.jpg;images/517,614/5_13_1.jpg;images/517,614/5_13_2.jpg;images/517,614/5_13_3.jpg",
